"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01041099999","2007-02-26T17:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","39","44","","","-0.06","3","84","FEW:01 15 SCT:03 30","29.80","29.26","12.43","42","290","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  26161 10410 42470 72904 10066 20041 39908 40090 53019 878// 333 55300 81815 83830 85640;","","","","","","","","","",""
"01041099999","2007-02-26T20:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","39","42","","||SHRA","-0.08","1","89","SCT:04 10","29.88","29.34","12.43","41","270","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  26191 10410 41470 82702 10055 20038 39934 40118 51026 78088 878// 333 55300 84810 87620;","","","","","","","","","",""
"01041099999","2007-02-26T21:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","39","42","","","-0.07","1","90","SCT:04 8","29.90","29.36","6.84","41","280","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  26201 10410 41361 82803 10053 20037 39942 40125 51024 72522 878// 333 55300 84808 87620;","","","","","","","","","",""
"01041099999","2007-02-26T22:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","39","41","","","-0.06","1","91","BKN:05 7","29.92","29.38","3.73","40","260","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  26211 10410 21356 72603 10052 20039 39948 40132 51021 72182 878// 333 55300 69907 85807 87615;","","","","","","","","","",""
"01041099999","2007-02-27T00:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","38","41","","","-0.05","1","88","BKN:07 10 OVC:08 28","29.95","29.41","17.40","40","270","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  26231 10410 46478 /2703 10052 20033 39958 40142 51016 88/// 333 55300 87/10 88/28 88/47;","","","","","","","","","",""
"01041099999","2007-02-27T01:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","38","41","","","-0.04","1","88","BKN:05 9","29.96","29.42","18.64","40","270","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN112AAXX  27001 10410 01380 82704 10049 20031 39962 40147 51014 69901 72186 878// 333 32/// 55300 69907 85809 87633;","","","","","","","","","",""
"01041099999","2007-02-27T02:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","37","41","","","-0.03","1","88","BKN:07 9 OVC:08 16","29.97","29.43","16.78","39","260","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  27011 10410 46377 /2605 10048 20030 39965 40149 51011 88/// 333 55300 87/09 88/16 88/28;","","","","","","","","","",""
"01041099999","2007-02-27T03:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","38","40","","","-0.03","1","91","BKN:07 7","29.98","29.43","8.08","39","260","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  27021 10410 46363 /2605 10045 20032 39967 40152 51009 88/// 333 55300 87/07 88/12;","","","","","","","","","",""
"01041099999","2007-03-07T14:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","44","45","","||SHRA","-0.02","3","93","FEW:01 7 SCT:04 26","29.58","29.05","13.05","45","210","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  07131 10410 41371 82103 10074 20064 39836 40016 53006 78088 8582/ 333 55300 81807 84626 88463;","","","","","","","","","",""
"01041099999","2007-03-07T15:00:00","69.7333333","21.0166666","5.0","NORDREISA OYENG, NO","FM-12","4","","44","47","","||SHRA","-0.03","1","91","SCT:03 8 BKN:06 39","29.59","29.06","9.94","46","210","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  07141 10410 41366 72103 10083 20069 39840 40020 51011 78082 86802 333 55301 83808 86640 86075;","","","","","","","","","",""
