"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01002099999","2001-07-30T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","37","47","","","+0.01","8","67","FEW:01 15 OVC:08  BKN:05","29.58","29.48","46.60","42","020","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN112AAXX  30180 01002 11589 60204 10085 20027 39984 40017 58002 69912 70222 85831 333 10091 81715 8825/ 8563/ 91107;","","","","","","","","","",""
"01002099999","2001-09-17T01:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","50","55","","","-0.10","2","82","","30.13","30.08","34.18","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  17000 01002 41585 /1/08 10128 20098 30185 40204 52033 7021/ 22231 333 91109;","","","","","","","","","",""
"01002099999","2001-11-07T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","25","34","","","-0.01","2","68","","29.19","29.14","12.43","31","070","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  07180 01002 11470 60708 10013 21040 39867 49886 52002 60032 70282 82570 333 10014 91112;","","","","","","","","","",""
"01002099999","2001-11-17T07:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","40","43","","","-0.47","0","89","","29.70","29.65","6.21","42","280","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  17060 01002 31460 82821 10063 20046 30040 40059 5016/ 7022/ 8657/ 333 20061 91128;","","","","","","","","","",""
"01002099999","2001-11-24T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","36","44","","","-0.05","2","76","","29.78","29.73","24.85","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  24180 01002 11582 52//7 10064 20025 30067 40086 52017 60052 85500 333 10/68;","","","","","","","","","",""
"01002099999","2001-12-05T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","32","34","","||RA","-0.02","2","93","","29.98","29.93","3.11","33","150","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  05180 01002 11350 81510 10011 20001 30135 40152 52007 60032 76882 8472/ 333 10037 91115;","","","","","","","","","",""
"01002099999","2001-12-11T07:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","19","27","","","+0.06","7","71","SCT:04 20 BKN:06 39","29.79","29.69","18.64","24","170","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN106AAXX  11060 01002 11580 81703 11025 21071 30053 40087 57022 69902 77072 8757/ 333 21039 84620 86640 91107;","","","","","","","","","",""
"01002099999","2001-12-13T01:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","42","44","","","+0.00","8","93","","30.52","30.46","15.53","43","270","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN072AAXX  13000 01002 41575 62709 10066 20055 30315 40335 58001 70162 84531;","","","","","","","","","",""
