"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01011099999","2001-01-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","6.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET062101100Z FTTJ 001100Z 07010KT 030V100 CAVOK 30/M02 Q1014 NOSIG;","","","","","","","","","",""
"01011099999","2001-02-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET066METAR 101105Z SEQU 1012  .35-4 =3)5 101600Z 17018KTI9999 SCT030 =;","","","","","","","","","",""
"01011099999","2001-03-26T19:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","33","38","","","+0.04","7","79","BKN:06 30","29.83","29.63","21.75","36","190","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN112AAXX  26180 01011 11581 81907 10036 20003 30033 40102 57014 69992 7278/ 8621/ 333 10057 20014 86830 91126 91217;","","","","","","","","","",""
"01011099999","2001-04-06T19:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","","","","","-0.04","2","","FEW:02 16 SCT:04","29.39","29.30","18.64","","060","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN106AAXX  06180 01011 11480 60617 200/8 39923 49951 52013 60092 72162 8580/ 333 10058 20032 82816 8423/ 91128;","","","","","","","","","",""
"01011099999","2001-04-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET101101100 SAWH 101100Z- 230/09KT 10.000MTS PV 4FCFS1000FT 5NS2500FT 00/M01 QNH 988,5 -FIN BAJO MINIMOS-;","","","","","","","","","",""
"01011099999","2001-04-18T01:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","23","32","","","+0.00","7","70","BKN:06 20","30.12","","18.64","","360","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  18000 01011 11580 63602 10000 21049 40201 57001 69901 7237/ 86500 333 86620 91128 91221;","","","","","","","","","",""
"01011099999","2001-06-22T04:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","45","47","","","-0.01","2","92","FEW:01 5","","29.90","11.18","46","350","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  22030 01011 42268 83510 10084 20072 30126 52002 885// 333 81705 8820/;","","","","","","","","","",""
"01011099999","2001-07-11T19:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","49","50","","||RA","+0.03","7","96","SCT:03 5  12","29.44","29.40","9.32","49","030","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN106AAXX  11180 01011 11265 80310 10100 20094 39956 49971 5701/ 60062 76066 887// 333 10106 83705 8/712 91114;","","","","","","","","","",""
"01011099999","2001-09-27T01:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","20","33","","","+0.00","6","61","","30.09","24.15","34.18","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  27000 01011 32585 7359/ 10004 21064 38179 40191 56001 878// 333 91169;","","","","","","","","","",""
"01011099999","2001-11-06T01:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","9","19","","||SHSN","+0.02","6","63","","","","15.53","","340","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  06000 01011 11575 73405 11070 2113/ 300/2 56006 69901 78582 8586/ 333 91111;","","","","","","","","","",""
