"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01002099999","2002-01-16T01:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","","","","","-0.04","0","","","29.56","29.52","13.67","","070","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN069AAXX  16000 01002 32572 30709 21019 39998 40010 50012 83510 333 1115;","","","","","","","","","",""
"01002099999","2002-01-26T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","1","6","","||SHSN","+0.02","6","81","","29.73","29.70","0.37","5","360","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  26120 01002 11406 73609 11145 21171 30056 40068 56007 69921 78583 878// 222// 01015 333 91118;","","","","","","","","","",""
"01002099999","2002-03-10T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","20","25","","||SHSN","","","82","","29.65","29.61","34.18","23","010","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  10120 01002 11485 60104 11038 21064 30028 40040 69901 78587 81800 222// 01016 333 91110;","","","","","","","","","",""
"01002099999","2002-04-21T01:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","41","43","","","-0.00","2","95","","30.35","30.29","18.64","42","200","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  21000 01002 41580 42011 10059 20052 30259 40279 52001 70121 84500 333 91113;","","","","","","","","","",""
"01002099999","2002-04-23T01:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","","44","","","+0.04","7","","","29.70","","12.43","","200","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  23000 01002 41470 82010 10066 40057 57014 7682/ 8472/ 333 98115;","","","","","","","","","",""
"01002099999","2002-05-04T01:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","40","42","","","-0.01","2","93","","","29.88","18.64","41","210","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  04000 01002 41480 62112 10056 20045 30117 52004 70222 83570 333 91116;","","","","","","","","","",""
"01002099999","2002-07-25T07:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","42","56","","","","","58","","","","18.64","","290","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN091AAXX  25061 01002 11580 82903 10134 200530007 18 40025 52004 60012 76882 84523/-/201 91807;","","","","","","","","","",""
"01002099999","2002-08-25T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","42","44","","","+0.02","6","91","","29.87","29.83","18.64","43","190","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  25181 01002 12380 81904 10067 20053 30103 40115 56008 69902 888// 333 10081 91111;","","","","","","","","","",""
"01002099999","2002-09-24T07:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","21","30","","","","","70","","","","1.62","","020","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN096AAXX  24061 01002 31526 60204 11010 21059 /9 21024 30131 40165 52006 70221/1/ 83356 84625 91111;","","","","","","","","","",""
"01002099999","2002-10-10T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","34","42","","","+0.04","7","74","FEW:01 15 BKN:06 30","30.28","30.18","15.53","39","190","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN105AAXX  1018/ 01002 41475 71905 10055 20012 30219 40253 57015 69912 70262 8757/ 333 1000 81615 86630 91107;","","","","","","","","","",""
