"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01011099999","2000-02-27T19:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","31","34","","","+0.12","7","89","","29.11","29.06","12.43","33","140","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  2718  01011 11470 81404 10010 21006 39842 49859 57041 69962 72376 8/7// 333 1/016 91110;","","","","","","","","","",""
"01011099999","2000-03-10T19:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","40","43","","","+0.03","7","90","","29.32","","2.05","","270","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  1018  01011 4//33 /2721 10061 20046 39//1 49928 57009 78264 333 10075 20022 91146 91236;","","","","","","","","","",""
"01011099999","2000-03-11T22:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","20","34","","","+0.02","7","58","","29.81","29.75","1.12","29","220","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  1121  01011 41418 /2204 10010 21064 30076 40094 57007 70282;","","","","","","","","","",""
"01011099999","2000-03-24T13:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","7","19","","","-0.03","1","60","","30.27","30.23","14.91","16","020","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  2412  01011 11574 60204 11073 21139 30238 40251 51010 69901 70282 86500 222// 01019 333 91108;","","","","","","","","","",""
"01011099999","2000-07-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","7.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET059101100 SANC 23008KT 5000 MTS. DZ 4ST500 8ST1500 02/00 1023;","","","","","","","","","",""
"01011099999","2000-09-28T16:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-12","4","","49","54","","","-0.05","2","80","SCT:03 23","29.25","29.05","6.84","51","190","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  28154 01011 41561 31905 10125 20092 39838 49904 52016 7028/ 83200 333 83823;","","","","","","","","","",""
"01011099999","2000-10-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","7.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060101100Z MGHT 00000KT 9999 -DZ SCT010 BKN080 14/14 QFE 816.3;","","","","","","","","","",""
"01011099999","2000-11-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET070101100Z BIEG 04010KT 9999 FEW015 BKN025 OVC040 02/- QNH 1010 04790034;","","","","","","","","","",""
"01011099999","2000-12-10T12:00:00","80.0666666","31.5","10.0","KVITOYA, SV","FM-15","4","","","","","","","","","","","","6.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET067101100Z FSIA 101100ZL31016KTS 9999 BKN016 SCT250 30/25 Q1008 NOSIG;","","","","","","","","","",""
