"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01002099999","2005-01-15T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","26","35","","","+0.07","8","69","","30.03","29.98","","32","150","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  15121 01002 46/// /1512 10016 21036 30151 40171 58024 333 91114;","","","","","","","","","",""
"01002099999","2005-01-31T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","30","36","","","","","79","","","","","","330","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN069AAXX  3112/ 01002 46/// /3316 10024 21010 3026 39908 49927 333 91135;","","","","","","","","","",""
"01002099999","2005-03-05T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","29","36","","","-0.04","1","74","","29.96","29.91","","33","190","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  05121 01002 46/// /1910 10024 21018 30128 40147 51015 333 91111;","","","","","","","","","",""
"01002099999","2005-03-21T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","33","35","","||DZ","-0.00","3","94","VV:09","29.77","29.52","0.12","34","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  21121 01002 11/02 90000 10014 20006 39998 40080 53001 69911 75054 222// 01005 333 91114;","","","","","","","","","",""
"01002099999","2005-04-06T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","32","41","","","-0.03","2","70","","29.52","29.46","","37","240","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  06121 01002 46/// /2410 10050 20000 39977 49997 52011 333 91115;","","","","","","","","","",""
"01002099999","2005-06-18T07:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","45","50","","","-0.03","2","82","","30.23","30.18","","48","300","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  18061 01002 46/// /3003 10101 20072 30219 40238 52009 333 20089 91110;","","","","","","","","","",""
"01002099999","2005-06-25T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","39","41","","||FG","+0.02","6","93","","29.69","29.65","2.49","40","190","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  25181 01002 11240 81902 10048 20037 30042 40053 56007 69902 74252 886// 333 10051 91107;","","","","","","","","","",""
"01002099999","2005-06-26T07:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","46","50","","","","","87","","","","","","260","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN073AAXX  26061 01002 46/// /2610 10098 20077 20085 30149 40168 520033 91114;","","","","","","","","","",""
"01002099999","2005-06-26T19:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","38","40","","","+0.01","8","93","","29.58","29.54","0.62","39","350","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  26181 01002 12110 73510 10042 20031 30004 40016 58004 69952 866// 333 10053 91114;","","","","","","","","","",""
"01002099999","2005-07-24T13:00:00","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","4","","51","56","","","","","83","","29.57","29.51","","53","350","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN059AAXX  24121 01002 46/// /3505 10134 20106 39993 40012 5203;","","","","","","","","","",""
